ResponseID,Q,Q_group,A
r01014,Q34,G1,Yes
r01014,Q42,G1,N/A
r01014,Q20,G3,No
r01014,Q39,G1,Yes
r01014,Q5,G1,N/A
r01014,Q22,G4,Maybe
r01014,Q17,G2,Maybe
r01014,Q24,,Maybe
r01014,Q29,G5,No
r01014,Q21,G2,No
r01014,Q36,,No
r01014,Q30,G3,No
r01014,Q7,G1,Others
r01014,Q2,G1,Others
r01014,Q15,G2,Others
r01014,Q12,G6,Others
r01014,Q26,G2,Others
r01014,Q28,G6,Others
r01014,Q18,G4,Others
r01014,Q10,G4,Others
r01014,Q9,G1,Others
r01014,Q6,G1,Others
r01014,Q8,G3,Others
r01014,Q40,G1,Others
r01014,Q11,G1,Others
r01014,Q41,G2,Others
r01014,Q37,,Others
r01014,Q3,G5,Others
r01014,Q1,G2,Others
r01014,Q16,,Others
r01014,Q35,G6,Others
r01014,Q25,,Yes
r01014,Q4,,Others
r01014,Q23,G2,No
r01014,Q19,G2,Others
r01014,Q31,G2,Yes
r01014,Q33,G3,Yes
r01014,Q14,G5,N/A
r01014,Q32,G3,Yes
r01014,Q38,G3,Maybe
r01014,Q13,G4,Rare
r01014,Q27,G4,Often
r01015,Q34,G1,N/A
r01015,Q42,G1,N/A
r01015,Q20,G3,N/A
r01015,Q39,G1,N/A
r01015,Q5,G1,N/A
r01015,Q22,G4,Yes
r01015,Q17,G2,No
r01015,Q24,,No
r01015,Q29,G5,Yes
r01015,Q21,G2,Yes
r01015,Q36,,N/A
r01015,Q30,G3,No
r01015,Q7,G1,Others
r01015,Q2,G1,Others
r01015,Q15,G2,Others
r01015,Q12,G6,Others
r01015,Q26,G2,Others
r01015,Q28,G6,Others
r01015,Q18,G4,Others
r01015,Q10,G4,Others
r01015,Q9,G1,N/A
r01015,Q6,G1,N/A
r01015,Q8,G3,No
r01015,Q40,G1,No
r01015,Q11,G1,N/A
r01015,Q41,G2,Maybe
r01015,Q37,,Maybe
r01015,Q3,G5,No
r01015,Q1,G2,No
r01015,Q16,,No
r01015,Q35,G6,No
r01015,Q25,,Maybe
r01015,Q4,,Others
r01015,Q23,G2,Maybe
r01015,Q19,G2,Others
r01015,Q31,G2,Maybe
r01015,Q33,G3,Maybe
r01015,Q14,G5,Maybe
r01015,Q32,G3,Others
r01015,Q38,G3,Others
r01015,Q13,G4,N/A
r01015,Q27,G4,N/A
r01016,Q34,G1,Yes
r01016,Q42,G1,Yes
r01016,Q20,G3,Yes
r01016,Q39,G1,Yes
r01016,Q5,G1,N/A
r01016,Q22,G4,Maybe
r01016,Q17,G2,Maybe
r01016,Q24,,No
r01016,Q29,G5,Maybe
r01016,Q21,G2,Maybe
r01016,Q36,,N/A
r01016,Q30,G3,No
r01016,Q7,G1,Others
r01016,Q2,G1,Others
r01016,Q15,G2,Others
r01016,Q12,G6,Others
r01016,Q26,G2,Others
r01016,Q28,G6,Others
r01016,Q18,G4,Others
r01016,Q10,G4,Others
r01016,Q9,G1,Yes
r01016,Q6,G1,Yes
r01016,Q8,G3,No
r01016,Q40,G1,No
r01016,Q11,G1,N/A
r01016,Q41,G2,N/A
r01016,Q37,,No
r01016,Q3,G5,Maybe
r01016,Q1,G2,N/A
r01016,Q16,,No
r01016,Q35,G6,No
r01016,Q25,,Yes
r01016,Q4,,Others
r01016,Q23,G2,Maybe
r01016,Q19,G2,Others
r01016,Q31,G2,Maybe
r01016,Q33,G3,Yes
r01016,Q14,G5,Yes
r01016,Q32,G3,No
r01016,Q38,G3,Others
r01016,Q13,G4,Rare
r01016,Q27,G4,Often
r01017,Q34,G1,Yes
r01017,Q42,G1,Yes
r01017,Q20,G3,Yes
r01017,Q39,G1,Yes
r01017,Q5,G1,N/A
r01017,Q22,G4,Neutral
r01017,Q17,G2,Maybe
r01017,Q24,,Maybe
r01017,Q29,G5,Yes
r01017,Q21,G2,Yes
r01017,Q36,,Yes
r01017,Q30,G3,No
r01017,Q7,G1,Others
r01017,Q2,G1,Others
r01017,Q15,G2,Others
r01017,Q12,G6,Others
r01017,Q26,G2,Others
r01017,Q28,G6,Others
r01017,Q18,G4,Others
r01017,Q10,G4,Others
r01017,Q9,G1,N/A
r01017,Q6,G1,N/A
r01017,Q8,G3,No
r01017,Q40,G1,No
r01017,Q11,G1,N/A
r01017,Q41,G2,Maybe
r01017,Q37,,Maybe
r01017,Q3,G5,Maybe
r01017,Q1,G2,No
r01017,Q16,,No
r01017,Q35,G6,Maybe
r01017,Q25,,Yes
r01017,Q4,,Others
r01017,Q23,G2,Yes
r01017,Q19,G2,Others
r01017,Q31,G2,Maybe
r01017,Q33,G3,Maybe
r01017,Q14,G5,Yes
r01017,Q32,G3,Yes
r01017,Q38,G3,No
r01017,Q13,G4,N/A
r01017,Q27,G4,N/A
r01018,Q34,G1,N/A
r01018,Q42,G1,No
r01018,Q20,G3,No
r01018,Q39,G1,N/A
r01018,Q5,G1,N/A
r01018,Q22,G4,Maybe
r01018,Q17,G2,Yes
r01018,Q24,,Maybe
r01018,Q29,G5,Maybe
r01018,Q21,G2,Maybe
r01018,Q36,,N/A
r01018,Q30,G3,No
r01018,Q7,G1,Others
r01018,Q2,G1,Others
r01018,Q15,G2,Others
r01018,Q12,G6,Others
r01018,Q26,G2,Others
r01018,Q28,G6,Others
r01018,Q18,G4,Others
r01018,Q10,G4,Others
r01018,Q9,G1,No
r01018,Q6,G1,N/A
r01018,Q8,G3,No
r01018,Q40,G1,No
r01018,Q11,G1,N/A
r01018,Q41,G2,Yes
r01018,Q37,,Yes
r01018,Q3,G5,No
r01018,Q1,G2,No
r01018,Q16,,N/A
r01018,Q35,G6,No
r01018,Q25,,No
r01018,Q4,,Others
r01018,Q23,G2,No
r01018,Q19,G2,Others
r01018,Q31,G2,Yes
r01018,Q33,G3,Maybe
r01018,Q14,G5,Maybe
r01018,Q32,G3,No
r01018,Q38,G3,Others
r01018,Q13,G4,N/A
r01018,Q27,G4,N/A
r01019,Q34,G1,Others
r01019,Q42,G1,Others
r01019,Q20,G3,Others
r01019,Q39,G1,Others
r01019,Q5,G1,Others
r01019,Q22,G4,Others
r01019,Q17,G2,Others
r01019,Q24,,Others
r01019,Q29,G5,Others
r01019,Q21,G2,Others
r01019,Q36,,Others
r01019,Q30,G3,Others
r01019,Q7,G1,Yes
r01019,Q2,G1,Maybe
r01019,Q15,G2,N/A
r01019,Q12,G6,Others
r01019,Q26,G2,N/A
r01019,Q28,G6,N/A
r01019,Q18,G4,Yes
r01019,Q10,G4,Rare
r01019,Q9,G1,Yes
r01019,Q6,G1,Maybe
r01019,Q8,G3,Maybe
r01019,Q40,G1,Maybe
r01019,Q11,G1,N/A
r01019,Q41,G2,Maybe
r01019,Q37,,No
r01019,Q3,G5,No
r01019,Q1,G2,Maybe
r01019,Q16,,Maybe
r01019,Q35,G6,No
r01019,Q25,,Maybe
r01019,Q4,,Others
r01019,Q23,G2,Maybe
r01019,Q19,G2,Others
r01019,Q31,G2,Maybe
r01019,Q33,G3,Maybe
r01019,Q14,G5,Maybe
r01019,Q32,G3,Yes
r01019,Q38,G3,Maybe
r01019,Q13,G4,N/A
r01019,Q27,G4,Often
r01020,Q34,G1,N/A
r01020,Q42,G1,No
r01020,Q20,G3,No
r01020,Q39,G1,N/A
r01020,Q5,G1,N/A
r01020,Q22,G4,No
r01020,Q17,G2,Yes
r01020,Q24,,Maybe
r01020,Q29,G5,No
r01020,Q21,G2,Maybe
r01020,Q36,,No
r01020,Q30,G3,Yes
r01020,Q7,G1,Others
r01020,Q2,G1,Others
r01020,Q15,G2,Others
r01020,Q12,G6,Others
r01020,Q26,G2,Others
r01020,Q28,G6,Others
r01020,Q18,G4,Others
r01020,Q10,G4,Others
r01020,Q9,G1,Maybe
r01020,Q6,G1,Maybe
r01020,Q8,G3,Maybe
r01020,Q40,G1,Maybe
r01020,Q11,G1,Maybe
r01020,Q41,G2,N/A
r01020,Q37,,Maybe
r01020,Q3,G5,Maybe
r01020,Q1,G2,Maybe
r01020,Q16,,Maybe
r01020,Q35,G6,Maybe
r01020,Q25,,Maybe
r01020,Q4,,Others
r01020,Q23,G2,Maybe
r01020,Q19,G2,Others
r01020,Q31,G2,Yes
r01020,Q33,G3,Yes
r01020,Q14,G5,Maybe
r01020,Q32,G3,Yes
r01020,Q38,G3,Yes
r01020,Q13,G4,Maybe
r01020,Q27,G4,Maybe
r01021,Q34,G1,Yes
r01021,Q42,G1,Yes
r01021,Q20,G3,Yes
r01021,Q39,G1,Yes
r01021,Q5,G1,N/A
r01021,Q22,G4,Yes
r01021,Q17,G2,No
r01021,Q24,,No
r01021,Q29,G5,Maybe
r01021,Q21,G2,Yes
r01021,Q36,,Yes
r01021,Q30,G3,No
r01021,Q7,G1,Others
r01021,Q2,G1,Others
r01021,Q15,G2,Others
r01021,Q12,G6,Others
r01021,Q26,G2,Others
r01021,Q28,G6,Others
r01021,Q18,G4,Others
r01021,Q10,G4,Others
r01021,Q9,G1,N/A
r01021,Q6,G1,N/A
r01021,Q8,G3,N/A
r01021,Q40,G1,No
r01021,Q11,G1,N/A
r01021,Q41,G2,N/A
r01021,Q37,,No
r01021,Q3,G5,Maybe
r01021,Q1,G2,Maybe
r01021,Q16,,N/A
r01021,Q35,G6,No
r01021,Q25,,Maybe
r01021,Q4,,Others
r01021,Q23,G2,Maybe
r01021,Q19,G2,Others
r01021,Q31,G2,Maybe
r01021,Q33,G3,No
r01021,Q14,G5,Maybe
r01021,Q32,G3,No
r01021,Q38,G3,Others
r01021,Q13,G4,N/A
r01021,Q27,G4,N/A
r01022,Q34,G1,Yes
r01022,Q42,G1,Yes
r01022,Q20,G3,No
r01022,Q39,G1,Yes
r01022,Q5,G1,Yes
r01022,Q22,G4,Yes
r01022,Q17,G2,No
r01022,Q24,,No
r01022,Q29,G5,Yes
r01022,Q21,G2,Yes
r01022,Q36,,Yes
r01022,Q30,G3,Yes
r01022,Q7,G1,Others
r01022,Q2,G1,Others
r01022,Q15,G2,Others
r01022,Q12,G6,Others
r01022,Q26,G2,Others
r01022,Q28,G6,Others
r01022,Q18,G4,Others
r01022,Q10,G4,Others
r01022,Q9,G1,Maybe
r01022,Q6,G1,Yes
r01022,Q8,G3,Maybe
r01022,Q40,G1,Maybe
r01022,Q11,G1,Yes
r01022,Q41,G2,No
r01022,Q37,,No
r01022,Q3,G5,Yes
r01022,Q1,G2,Maybe
r01022,Q16,,Maybe
r01022,Q35,G6,Maybe
r01022,Q25,,Maybe
r01022,Q4,,Others
r01022,Q23,G2,Maybe
r01022,Q19,G2,Others
r01022,Q31,G2,No
r01022,Q33,G3,No
r01022,Q14,G5,N/A
r01022,Q32,G3,Yes
r01022,Q38,G3,No
r01022,Q13,G4,Maybe
r01022,Q27,G4,Maybe
r01023,Q34,G1,Yes
r01023,Q42,G1,Yes
r01023,Q20,G3,No
r01023,Q39,G1,N/A
r01023,Q5,G1,N/A
r01023,Q22,G4,Yes
r01023,Q17,G2,No
r01023,Q24,,No
r01023,Q29,G5,Maybe
r01023,Q21,G2,Yes
r01023,Q36,,Yes
r01023,Q30,G3,No
r01023,Q7,G1,Others
r01023,Q2,G1,Others
r01023,Q15,G2,Others
r01023,Q12,G6,Others
r01023,Q26,G2,Others
r01023,Q28,G6,Others
r01023,Q18,G4,Others
r01023,Q10,G4,Others
r01023,Q9,G1,N/A
r01023,Q6,G1,N/A
r01023,Q8,G3,No
r01023,Q40,G1,Maybe
r01023,Q11,G1,Maybe
r01023,Q41,G2,Maybe
r01023,Q37,,Maybe
r01023,Q3,G5,Maybe
r01023,Q1,G2,Maybe
r01023,Q16,,Maybe
r01023,Q35,G6,Maybe
r01023,Q25,,Maybe
r01023,Q4,,Others
r01023,Q23,G2,Maybe
r01023,Q19,G2,Others
r01023,Q31,G2,Maybe
r01023,Q33,G3,No
r01023,Q14,G5,Yes
r01023,Q32,G3,No
r01023,Q38,G3,Others
r01023,Q13,G4,N/A
r01023,Q27,G4,N/A
r01024,Q34,G1,N/A
r01024,Q42,G1,N/A
r01024,Q20,G3,N/A
r01024,Q39,G1,Yes
r01024,Q5,G1,N/A
r01024,Q22,G4,N/A
r01024,Q17,G2,Maybe
r01024,Q24,,No
r01024,Q29,G5,Maybe
r01024,Q21,G2,Maybe
r01024,Q36,,No
r01024,Q30,G3,No
r01024,Q7,G1,Others
r01024,Q2,G1,Others
r01024,Q15,G2,Others
r01024,Q12,G6,Others
r01024,Q26,G2,Others
r01024,Q28,G6,Others
r01024,Q18,G4,Others
r01024,Q10,G4,Others
r01024,Q9,G1,Maybe
r01024,Q6,G1,Maybe
r01024,Q8,G3,Maybe
r01024,Q40,G1,Maybe
r01024,Q11,G1,Yes
r01024,Q41,G2,Maybe
r01024,Q37,,No
r01024,Q3,G5,Maybe
r01024,Q1,G2,Maybe
r01024,Q16,,Maybe
r01024,Q35,G6,No
r01024,Q25,,Maybe
r01024,Q4,,Others
r01024,Q23,G2,No
r01024,Q19,G2,Others
r01024,Q31,G2,Maybe
r01024,Q33,G3,Maybe
r01024,Q14,G5,Maybe
r01024,Q32,G3,No
r01024,Q38,G3,Others
r01024,Q13,G4,N/A
r01024,Q27,G4,N/A
r01025,Q34,G1,No
r01025,Q42,G1,No
r01025,Q20,G3,No
r01025,Q39,G1,No
r01025,Q5,G1,N/A
r01025,Q22,G4,Neutral
r01025,Q17,G2,Maybe
r01025,Q24,,No
r01025,Q29,G5,No
r01025,Q21,G2,No
r01025,Q36,,No
r01025,Q30,G3,No
r01025,Q7,G1,Others
r01025,Q2,G1,Others
r01025,Q15,G2,Others
r01025,Q12,G6,Others
r01025,Q26,G2,Others
r01025,Q28,G6,Others
r01025,Q18,G4,Others
r01025,Q10,G4,Others
r01025,Q9,G1,No
r01025,Q6,G1,Yes
r01025,Q8,G3,No
r01025,Q40,G1,No
r01025,Q11,G1,N/A
r01025,Q41,G2,Maybe
r01025,Q37,,Maybe
r01025,Q3,G5,No
r01025,Q1,G2,No
r01025,Q16,,No
r01025,Q35,G6,Maybe
r01025,Q25,,No
r01025,Q4,,Others
r01025,Q23,G2,No
r01025,Q19,G2,Others
r01025,Q31,G2,Maybe
r01025,Q33,G3,Yes
r01025,Q14,G5,Maybe
r01025,Q32,G3,Maybe
r01025,Q38,G3,Yes
r01025,Q13,G4,N/A
r01025,Q27,G4,Maybe
r01026,Q34,G1,Yes
r01026,Q42,G1,Yes
r01026,Q20,G3,Yes
r01026,Q39,G1,Yes
r01026,Q5,G1,Yes
r01026,Q22,G4,Yes
r01026,Q17,G2,No
r01026,Q24,,No
r01026,Q29,G5,Yes
r01026,Q21,G2,Yes
r01026,Q36,,Yes
r01026,Q30,G3,No
r01026,Q7,G1,Others
r01026,Q2,G1,Others
r01026,Q15,G2,Others
r01026,Q12,G6,Others
r01026,Q26,G2,Others
r01026,Q28,G6,Others
r01026,Q18,G4,Others
r01026,Q10,G4,Others
r01026,Q9,G1,Yes
r01026,Q6,G1,Yes
r01026,Q8,G3,Yes
r01026,Q40,G1,Maybe
r01026,Q11,G1,No
r01026,Q41,G2,No
r01026,Q37,,Maybe
r01026,Q3,G5,No
r01026,Q1,G2,Maybe
r01026,Q16,,Maybe
r01026,Q35,G6,Maybe
r01026,Q25,,Yes
r01026,Q4,,Others
r01026,Q23,G2,No
r01026,Q19,G2,Others
r01026,Q31,G2,Others
r01026,Q33,G3,No
r01026,Q14,G5,Neutral
r01026,Q32,G3,Yes
r01026,Q38,G3,No
r01026,Q13,G4,Maybe
r01026,Q27,G4,Maybe
r01027,Q34,G1,Others
r01027,Q42,G1,Others
r01027,Q20,G3,Others
r01027,Q39,G1,Others
r01027,Q5,G1,Others
r01027,Q22,G4,Others
r01027,Q17,G2,Others
r01027,Q24,,Others
r01027,Q29,G5,Others
r01027,Q21,G2,Others
r01027,Q36,,Others
r01027,Q30,G3,Others
r01027,Q7,G1,No
r01027,Q2,G1,No
r01027,Q15,G2,No
r01027,Q12,G6,No
r01027,Q26,G2,Maybe
r01027,Q28,G6,No
r01027,Q18,G4,Yes
r01027,Q10,G4,Rare
r01027,Q9,G1,No
r01027,Q6,G1,Yes
r01027,Q8,G3,No
r01027,Q40,G1,No
r01027,Q11,G1,N/A
r01027,Q41,G2,Maybe
r01027,Q37,,Yes
r01027,Q3,G5,Maybe
r01027,Q1,G2,Maybe
r01027,Q16,,N/A
r01027,Q35,G6,Maybe
r01027,Q25,,Yes
r01027,Q4,,Others
r01027,Q23,G2,Maybe
r01027,Q19,G2,Others
r01027,Q31,G2,Maybe
r01027,Q33,G3,Maybe
r01027,Q14,G5,Yes
r01027,Q32,G3,No
r01027,Q38,G3,Others
r01027,Q13,G4,N/A
r01027,Q27,G4,Maybe
r01028,Q34,G1,Others
r01028,Q42,G1,Others
r01028,Q20,G3,Others
r01028,Q39,G1,Others
r01028,Q5,G1,Others
r01028,Q22,G4,Others
r01028,Q17,G2,Others
r01028,Q24,,Others
r01028,Q29,G5,Others
r01028,Q21,G2,Others
r01028,Q36,,Others
r01028,Q30,G3,Others
r01028,Q7,G1,Yes
r01028,Q2,G1,Maybe
r01028,Q15,G2,N/A
r01028,Q12,G6,Others
r01028,Q26,G2,N/A
r01028,Q28,G6,N/A
r01028,Q18,G4,Yes
r01028,Q10,G4,Rare
r01028,Q9,G1,No
r01028,Q6,G1,N/A
r01028,Q8,G3,No
r01028,Q40,G1,No
r01028,Q11,G1,N/A
r01028,Q41,G2,N/A
r01028,Q37,,No
r01028,Q3,G5,No
r01028,Q1,G2,Maybe
r01028,Q16,,No
r01028,Q35,G6,Maybe
r01028,Q25,,Maybe
r01028,Q4,,Others
r01028,Q23,G2,No
r01028,Q19,G2,Others
r01028,Q31,G2,Maybe
r01028,Q33,G3,No
r01028,Q14,G5,Maybe
r01028,Q32,G3,Maybe
r01028,Q38,G3,No
r01028,Q13,G4,Maybe
r01028,Q27,G4,Maybe
r01029,Q34,G1,N/A
r01029,Q42,G1,N/A
r01029,Q20,G3,No
r01029,Q39,G1,No
r01029,Q5,G1,N/A
r01029,Q22,G4,No
r01029,Q17,G2,No
r01029,Q24,,No
r01029,Q29,G5,Maybe
r01029,Q21,G2,Yes
r01029,Q36,,Yes
r01029,Q30,G3,No
r01029,Q7,G1,Others
r01029,Q2,G1,Others
r01029,Q15,G2,Others
r01029,Q12,G6,Others
r01029,Q26,G2,Others
r01029,Q28,G6,Others
r01029,Q18,G4,Others
r01029,Q10,G4,Others
r01029,Q9,G1,No
r01029,Q6,G1,N/A
r01029,Q8,G3,No
r01029,Q40,G1,No
r01029,Q11,G1,N/A
r01029,Q41,G2,Yes
r01029,Q37,,No
r01029,Q3,G5,No
r01029,Q1,G2,No
r01029,Q16,,No
r01029,Q35,G6,Maybe
r01029,Q25,,Maybe
r01029,Q4,,Others
r01029,Q23,G2,No
r01029,Q19,G2,Others
r01029,Q31,G2,Yes
r01029,Q33,G3,No
r01029,Q14,G5,Maybe
r01029,Q32,G3,Yes
r01029,Q38,G3,Yes
r01029,Q13,G4,N/A
r01029,Q27,G4,Often
r01030,Q34,G1,Yes
r01030,Q42,G1,No
r01030,Q20,G3,No
r01030,Q39,G1,Yes
r01030,Q5,G1,N/A
r01030,Q22,G4,Maybe
r01030,Q17,G2,Maybe
r01030,Q24,,No
r01030,Q29,G5,No
r01030,Q21,G2,Maybe
r01030,Q36,,Yes
r01030,Q30,G3,No
r01030,Q7,G1,Others
r01030,Q2,G1,Others
r01030,Q15,G2,Others
r01030,Q12,G6,Others
r01030,Q26,G2,Others
r01030,Q28,G6,Others
r01030,Q18,G4,Others
r01030,Q10,G4,Others
r01030,Q9,G1,N/A
r01030,Q6,G1,N/A
r01030,Q8,G3,No
r01030,Q40,G1,No
r01030,Q11,G1,N/A
r01030,Q41,G2,N/A
r01030,Q37,,Maybe
r01030,Q3,G5,No
r01030,Q1,G2,N/A
r01030,Q16,,N/A
r01030,Q35,G6,No
r01030,Q25,,No
r01030,Q4,,Others
r01030,Q23,G2,Maybe
r01030,Q19,G2,Others
r01030,Q31,G2,Yes
r01030,Q33,G3,Yes
r01030,Q14,G5,No
r01030,Q32,G3,No
r01030,Q38,G3,Others
r01030,Q13,G4,N/A
r01030,Q27,G4,N/A
r01031,Q34,G1,No
r01031,Q42,G1,Others
r01031,Q20,G3,No
r01031,Q39,G1,No
r01031,Q5,G1,N/A
r01031,Q22,G4,Maybe
r01031,Q17,G2,Maybe
r01031,Q24,,Maybe
r01031,Q29,G5,Maybe
r01031,Q21,G2,Maybe
r01031,Q36,,N/A
r01031,Q30,G3,No
r01031,Q7,G1,Others
r01031,Q2,G1,Others
r01031,Q15,G2,Others
r01031,Q12,G6,Others
r01031,Q26,G2,Others
r01031,Q28,G6,Others
r01031,Q18,G4,Others
r01031,Q10,G4,Others
r01031,Q9,G1,No
r01031,Q6,G1,N/A
r01031,Q8,G3,No
r01031,Q40,G1,No
r01031,Q11,G1,N/A
r01031,Q41,G2,Maybe
r01031,Q37,,Maybe
r01031,Q3,G5,No
r01031,Q1,G2,No
r01031,Q16,,No
r01031,Q35,G6,Maybe
r01031,Q25,,No
r01031,Q4,,Others
r01031,Q23,G2,No
r01031,Q19,G2,Others
r01031,Q31,G2,Yes
r01031,Q33,G3,Maybe
r01031,Q14,G5,Maybe
r01031,Q32,G3,Yes
r01031,Q38,G3,Maybe
r01031,Q13,G4,N/A
r01031,Q27,G4,Often
r01032,Q34,G1,Yes
r01032,Q42,G1,Yes
r01032,Q20,G3,No
r01032,Q39,G1,Yes
r01032,Q5,G1,Yes
r01032,Q22,G4,N/A
r01032,Q17,G2,Yes
r01032,Q24,,No
r01032,Q29,G5,Maybe
r01032,Q21,G2,Yes
r01032,Q36,,N/A
r01032,Q30,G3,No
r01032,Q7,G1,Others
r01032,Q2,G1,Others
r01032,Q15,G2,Others
r01032,Q12,G6,Others
r01032,Q26,G2,Others
r01032,Q28,G6,Others
r01032,Q18,G4,Others
r01032,Q10,G4,Others
r01032,Q9,G1,Yes
r01032,Q6,G1,Yes
r01032,Q8,G3,N/A
r01032,Q40,G1,No
r01032,Q11,G1,N/A
r01032,Q41,G2,N/A
r01032,Q37,,No
r01032,Q3,G5,No
r01032,Q1,G2,No
r01032,Q16,,N/A
r01032,Q35,G6,No
r01032,Q25,,Maybe
r01032,Q4,,Others
r01032,Q23,G2,Maybe
r01032,Q19,G2,Others
r01032,Q31,G2,Yes
r01032,Q33,G3,Maybe
r01032,Q14,G5,N/A
r01032,Q32,G3,Others
r01032,Q38,G3,Others
r01032,Q13,G4,N/A
r01032,Q27,G4,N/A
r01033,Q34,G1,Others
r01033,Q42,G1,Others
r01033,Q20,G3,Others
r01033,Q39,G1,Others
r01033,Q5,G1,Others
r01033,Q22,G4,Others
r01033,Q17,G2,Others
r01033,Q24,,Others
r01033,Q29,G5,Others
r01033,Q21,G2,Others
r01033,Q36,,Others
r01033,Q30,G3,Others
r01033,Q7,G1,Yes
r01033,Q2,G1,Maybe
r01033,Q15,G2,N/A
r01033,Q12,G6,Others
r01033,Q26,G2,N/A
r01033,Q28,G6,N/A
r01033,Q18,G4,N/A
r01033,Q10,G4,Others
r01033,Q9,G1,N/A
r01033,Q6,G1,N/A
r01033,Q8,G3,No
r01033,Q40,G1,No
r01033,Q11,G1,N/A
r01033,Q41,G2,N/A
r01033,Q37,,Maybe
r01033,Q3,G5,No
r01033,Q1,G2,N/A
r01033,Q16,,N/A
r01033,Q35,G6,No
r01033,Q25,,Maybe
r01033,Q4,,Others
r01033,Q23,G2,No
r01033,Q19,G2,Others
r01033,Q31,G2,Maybe
r01033,Q33,G3,Maybe
r01033,Q14,G5,Maybe
r01033,Q32,G3,No
r01033,Q38,G3,Others
r01033,Q13,G4,N/A
r01033,Q27,G4,N/A
r01034,Q34,G1,No
r01034,Q42,G1,Others
r01034,Q20,G3,No
r01034,Q39,G1,N/A
r01034,Q5,G1,N/A
r01034,Q22,G4,No
r01034,Q17,G2,Yes
r01034,Q24,,No
r01034,Q29,G5,No
r01034,Q21,G2,No
r01034,Q36,,No
r01034,Q30,G3,Yes
r01034,Q7,G1,Others
r01034,Q2,G1,Others
r01034,Q15,G2,Others
r01034,Q12,G6,Others
r01034,Q26,G2,Others
r01034,Q28,G6,Others
r01034,Q18,G4,Others
r01034,Q10,G4,Others
r01034,Q9,G1,Maybe
r01034,Q6,G1,N/A
r01034,Q8,G3,No
r01034,Q40,G1,No
r01034,Q11,G1,N/A
r01034,Q41,G2,Yes
r01034,Q37,,No
r01034,Q3,G5,No
r01034,Q1,G2,Maybe
r01034,Q16,,No
r01034,Q35,G6,Maybe
r01034,Q25,,Maybe
r01034,Q4,,Others
r01034,Q23,G2,No
r01034,Q19,G2,N/A
r01034,Q31,G2,Yes
r01034,Q33,G3,Yes
r01034,Q14,G5,No
r01034,Q32,G3,Yes
r01034,Q38,G3,Yes
r01034,Q13,G4,Maybe
r01034,Q27,G4,Often
r01035,Q34,G1,Yes
r01035,Q42,G1,N/A
r01035,Q20,G3,N/A
r01035,Q39,G1,Yes
r01035,Q5,G1,N/A
r01035,Q22,G4,Maybe
r01035,Q17,G2,Maybe
r01035,Q24,,No
r01035,Q29,G5,Yes
r01035,Q21,G2,Maybe
r01035,Q36,,N/A
r01035,Q30,G3,No
r01035,Q7,G1,Others
r01035,Q2,G1,Others
r01035,Q15,G2,Others
r01035,Q12,G6,Others
r01035,Q26,G2,Others
r01035,Q28,G6,Others
r01035,Q18,G4,Others
r01035,Q10,G4,Others
r01035,Q9,G1,Maybe
r01035,Q6,G1,Maybe
r01035,Q8,G3,Maybe
r01035,Q40,G1,Maybe
r01035,Q11,G1,Maybe
r01035,Q41,G2,No
r01035,Q37,,No
r01035,Q3,G5,Yes
r01035,Q1,G2,Maybe
r01035,Q16,,Maybe
r01035,Q35,G6,No
r01035,Q25,,Maybe
r01035,Q4,,Others
r01035,Q23,G2,No
r01035,Q19,G2,Others
r01035,Q31,G2,Maybe
r01035,Q33,G3,Maybe
r01035,Q14,G5,Maybe
r01035,Q32,G3,Yes
r01035,Q38,G3,Yes
r01035,Q13,G4,N/A
r01035,Q27,G4,Maybe
r01036,Q34,G1,N/A
r01036,Q42,G1,Others
r01036,Q20,G3,No
r01036,Q39,G1,No
r01036,Q5,G1,N/A
r01036,Q22,G4,Neutral
r01036,Q17,G2,Maybe
r01036,Q24,,Maybe
r01036,Q29,G5,Maybe
r01036,Q21,G2,Maybe
r01036,Q36,,N/A
r01036,Q30,G3,No
r01036,Q7,G1,Others
r01036,Q2,G1,Others
r01036,Q15,G2,Others
r01036,Q12,G6,Others
r01036,Q26,G2,Others
r01036,Q28,G6,Others
r01036,Q18,G4,Others
r01036,Q10,G4,Others
r01036,Q9,G1,N/A
r01036,Q6,G1,N/A
r01036,Q8,G3,No
r01036,Q40,G1,No
r01036,Q11,G1,N/A
r01036,Q41,G2,Maybe
r01036,Q37,,Maybe
r01036,Q3,G5,Maybe
r01036,Q1,G2,Maybe
r01036,Q16,,N/A
r01036,Q35,G6,No
r01036,Q25,,Maybe
r01036,Q4,,Others
r01036,Q23,G2,No
r01036,Q19,G2,Others
r01036,Q31,G2,Yes
r01036,Q33,G3,Yes
r01036,Q14,G5,Yes
r01036,Q32,G3,Maybe
r01036,Q38,G3,No
r01036,Q13,G4,Rare
r01036,Q27,G4,Maybe
r01037,Q34,G1,Yes
r01037,Q42,G1,N/A
r01037,Q20,G3,No
r01037,Q39,G1,N/A
r01037,Q5,G1,N/A
r01037,Q22,G4,No
r01037,Q17,G2,Yes
r01037,Q24,,Maybe
r01037,Q29,G5,Maybe
r01037,Q21,G2,Maybe
r01037,Q36,,No
r01037,Q30,G3,No
r01037,Q7,G1,Others
r01037,Q2,G1,Others
r01037,Q15,G2,Others
r01037,Q12,G6,Others
r01037,Q26,G2,Others
r01037,Q28,G6,Others
